epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer,layers
51,0.50982666015625,85.0,0.45435044169425964,84.0,32,1
101,0.3775772750377655,88.0,0.33568722009658813,88.0,32,1
201,0.23032693564891815,95.0,0.19619950652122498,98.0,32,1
401,0.10671860724687576,97.0,0.08194582164287567,98.0,32,1
501,0.08200731128454208,98.0,0.06494494527578354,98.0,32,1
601,0.06846852600574493,99.0,0.05613124370574951,98.0,32,1
701,0.05977766588330269,99.0,0.051190853118896484,98.0,32,1
800,0.05378783866763115,99.0,0.04809105023741722,98.0,32,1
