epoch,loss,accuracy,test_loss,test_accuracy
1,0.6338638067245483,64.56692504882812,0.6240357160568237,64.36170196533203
2,0.6249579191207886,64.0419921875,0.6146557331085205,64.36170196533203
3,0.6163516044616699,64.0419921875,0.6057361960411072,64.89361572265625
4,0.6080688834190369,63.77952575683594,0.5973012447357178,65.95744323730469
5,0.600090742111206,64.30445861816406,0.5891686081886292,66.48936462402344
6,0.5924133658409119,64.82939910888672,0.581159770488739,66.48936462402344
7,0.5849032402038574,65.6167984008789,0.5733583569526672,69.14893341064453
8,0.5776488184928894,66.92913055419922,0.5661064982414246,68.61701965332031
9,0.5707253813743591,66.4041976928711,0.5593774318695068,69.68085479736328
10,0.5640502572059631,66.92913055419922,0.5529007315635681,69.68085479736328
11,0.5575966835021973,67.7165298461914,0.5466445684432983,70.21276092529297
12,0.5512387156486511,68.24147033691406,0.5406247973442078,70.74468231201172
13,0.5450011491775513,69.02886962890625,0.5347532033920288,70.74468231201172
14,0.5389800667762756,69.02886962890625,0.5289485454559326,71.80850982666016
15,0.5329253673553467,69.55380249023438,0.5231391191482544,73.40425109863281
16,0.5269018411636353,69.81627655029297,0.5175796151161194,73.93617248535156
17,0.5208749175071716,70.60367584228516,0.5119659900665283,74.46807861328125
18,0.5150435566902161,71.12860870361328,0.506384551525116,75.53192138671875
19,0.509383499622345,72.17847442626953,0.5007771849632263,76.59574890136719
20,0.5037249326705933,73.49081420898438,0.49507051706314087,76.06382751464844
21,0.49805203080177307,75.06562042236328,0.48934927582740784,76.59574890136719
22,0.49246150255203247,75.5905532836914,0.4836636483669281,76.59574890136719
23,0.48689478635787964,76.64041900634766,0.47804924845695496,78.19149017333984
24,0.4813319742679596,77.42782592773438,0.4724699854850769,80.31914520263672
25,0.4758289158344269,77.95275115966797,0.4669214189052582,81.9148941040039
26,0.470369428396225,79.00262451171875,0.4613793194293976,82.44680786132812
27,0.46490055322647095,80.83989715576172,0.4558515250682831,83.51063537597656
28,0.45940449833869934,82.4146957397461,0.45036080479621887,83.51063537597656
29,0.45391416549682617,82.93962860107422,0.44490161538124084,84.57447052001953
30,0.4484919011592865,83.72703552246094,0.43943217396736145,84.57447052001953
31,0.44310393929481506,85.30183410644531,0.433980256319046,85.10638427734375
32,0.43771690130233765,85.82677459716797,0.4285562336444855,87.23404693603516
33,0.43240344524383545,86.87664031982422,0.42314496636390686,88.82978820800781
34,0.4271164834499359,87.13910675048828,0.4177793860435486,89.89361572265625
35,0.42182308435440063,87.92650604248047,0.4124164879322052,89.36170196533203
36,0.41650882363319397,88.71390533447266,0.4070816934108734,89.89361572265625
37,0.4112144708633423,88.71390533447266,0.40180203318595886,90.42552947998047
38,0.40596482157707214,90.0262451171875,0.39659789204597473,89.89361572265625
39,0.4006926715373993,90.0262451171875,0.3914177715778351,90.42552947998047
40,0.3954649269580841,90.55117797851562,0.38626110553741455,90.95744323730469
41,0.39035046100616455,90.55117797851562,0.3811323344707489,92.02127075195312
42,0.3853084146976471,91.86351776123047,0.37600886821746826,92.55319213867188
43,0.38029745221138,92.12598419189453,0.3709006905555725,92.55319213867188
44,0.3752794563770294,92.65091705322266,0.3658091425895691,92.55319213867188
45,0.370271772146225,93.7007827758789,0.36074012517929077,93.0851058959961
46,0.36529091000556946,93.9632568359375,0.35567185282707214,93.0851058959961
47,0.3603498339653015,93.9632568359375,0.3506748080253601,93.61701965332031
48,0.35543298721313477,93.9632568359375,0.34568727016448975,93.61701965332031
49,0.3505798578262329,93.9632568359375,0.34078195691108704,93.61701965332031
50,0.34573760628700256,94.22572326660156,0.3359379768371582,93.61701965332031
51,0.34086447954177856,94.22572326660156,0.33115512132644653,93.0851058959961
52,0.33600544929504395,94.48818969726562,0.32642966508865356,93.61701965332031
53,0.3311735689640045,94.48818969726562,0.3217686414718628,93.61701965332031
54,0.32635730504989624,94.48818969726562,0.3171267509460449,93.61701965332031
55,0.3215298354625702,94.48818969726562,0.31253477931022644,93.61701965332031
56,0.31668221950531006,94.48818969726562,0.3079962134361267,93.61701965332031
57,0.31179654598236084,94.48818969726562,0.30350950360298157,93.61701965332031
58,0.30700168013572693,94.75065612792969,0.2990657389163971,93.61701965332031
59,0.3022918403148651,94.75065612792969,0.29466599225997925,93.61701965332031
60,0.29765188694000244,94.75065612792969,0.29029780626296997,93.61701965332031
61,0.2930743098258972,95.01312255859375,0.28599199652671814,93.61701965332031
62,0.28859448432922363,95.27558898925781,0.2817447781562805,93.61701965332031
63,0.28420498967170715,95.27558898925781,0.27756467461586,93.61701965332031
64,0.27984368801116943,95.27558898925781,0.27345526218414307,93.61701965332031
65,0.27553001046180725,95.27558898925781,0.26935669779777527,93.61701965332031
66,0.27128615975379944,95.27558898925781,0.2653191387653351,93.61701965332031
67,0.2670724391937256,95.27558898925781,0.261264830827713,93.61701965332031
