epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer,layers
51,0.4254428446292877,82.0,0.3839339017868042,80.0,32,4
101,0.154346764087677,94.0,0.11451973021030426,98.0,32,4
201,0.026907870545983315,99.0,0.04566019028425217,98.0,32,4
401,0.0019749023485928774,100.0,0.09598058462142944,98.0,32,4
501,0.0005317272152751684,100.0,0.11929991096258163,98.0,32,4
601,0.00019203050760552287,100.0,0.13839130103588104,98.0,32,4
701,8.755538874538615e-05,100.0,0.15851829946041107,98.0,32,4
800,4.924543100059964e-05,100.0,0.17501665651798248,98.0,32,4
