epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer,layers
51,0.7645981311798096,62.0,0.6881503462791443,76.0,12,1
101,0.6377224922180176,67.0,0.5646085143089294,72.0,12,1
201,0.4804582893848419,83.0,0.4207480549812317,78.0,12,1
401,0.27111485600471497,93.0,0.2496946156024933,94.0,12,1
501,0.2157413512468338,94.0,0.1988958716392517,96.0,12,1
601,0.1756681501865387,96.0,0.1574212908744812,96.0,12,1
701,0.14601297676563263,96.0,0.12550675868988037,98.0,12,1
800,0.12393654882907867,96.0,0.10268228501081467,98.0,12,1
