epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer,layers
51,0.939292848110199,74.0,0.9049895405769348,74.0,4,3
101,0.7724530100822449,85.0,0.7195794582366943,84.0,4,3
201,0.4551675319671631,93.0,0.4202623665332794,90.0,4,3
401,0.20708204805850983,94.0,0.18003207445144653,98.0,4,3
501,0.15105898678302765,95.0,0.12066236138343811,98.0,4,3
601,0.11195028573274612,95.0,0.0812622606754303,98.0,4,3
701,0.08572160452604294,97.0,0.059707507491111755,98.0,4,3
800,0.06943213939666748,98.0,0.05139651149511337,98.0,4,3
