epoch,loss,accuracy,test_loss,test_accuracy
1,0.7070909738540649,41.9947509765625,0.7163999676704407,50.531917572021484
2,0.700456440448761,44.35695266723633,0.7089511752128601,53.191490173339844
3,0.6938896179199219,46.98162841796875,0.7015900015830994,56.38297653198242
4,0.6873921155929565,49.343833923339844,0.6943756341934204,58.51063537597656
5,0.6810014247894287,53.28084182739258,0.6872753500938416,60.10638427734375
6,0.6747896075248718,55.380577087402344,0.6803116202354431,61.17021560668945
7,0.6687067747116089,58.530181884765625,0.6734396815299988,62.23404312133789
8,0.6627117395401001,61.41732406616211,0.6666545271873474,65.95744323730469
9,0.6568117737770081,63.25459289550781,0.6599820852279663,67.55319213867188
10,0.6509786248207092,64.82939910888672,0.6534126996994019,70.21276092529297
11,0.6451942920684814,67.97900390625,0.6469738483428955,71.80850982666016
12,0.6394994258880615,72.70340728759766,0.6406749486923218,74.46807861328125
13,0.6338328719139099,76.64041900634766,0.6345168352127075,76.06382751464844
14,0.6281912922859192,77.95275115966797,0.6284471750259399,77.65957641601562
15,0.6225681900978088,79.52755737304688,0.6224378347396851,78.19149017333984
16,0.6169504523277283,80.83989715576172,0.6164839863777161,79.25531768798828
17,0.611351490020752,82.15222930908203,0.6106119155883789,79.25531768798828
18,0.605770468711853,83.46456909179688,0.6047888398170471,80.31914520263672
19,0.6001856327056885,84.51443481445312,0.5989534854888916,81.38298034667969
20,0.5946303606033325,85.56430053710938,0.5931852459907532,81.9148941040039
21,0.5891289710998535,86.61417388916016,0.5875314474105835,82.97872924804688
22,0.5836483836174011,87.40157318115234,0.5818710327148438,84.04255676269531
23,0.578175961971283,87.13910675048828,0.5762073397636414,85.63829803466797
24,0.5727419853210449,87.13910675048828,0.5705324411392212,86.17021179199219
25,0.5672773122787476,87.40157318115234,0.5648962259292603,87.23404693603516
26,0.5618261098861694,87.40157318115234,0.5592941045761108,87.76595306396484
27,0.5564009547233582,87.40157318115234,0.553755521774292,87.76595306396484
28,0.5509744882583618,88.18897247314453,0.5482562780380249,88.2978744506836
29,0.5455495119094849,88.18897247314453,0.5428062081336975,88.82978820800781
30,0.5400717854499817,88.18897247314453,0.5373870134353638,89.36170196533203
31,0.5345413088798523,88.45144653320312,0.5319802165031433,89.89361572265625
32,0.5290035009384155,88.45144653320312,0.5265602469444275,89.89361572265625
33,0.5234524011611938,88.71390533447266,0.5211379528045654,89.89361572265625
34,0.5178849101066589,88.71390533447266,0.5157315731048584,90.42552947998047
35,0.5123037695884705,88.71390533447266,0.5103107690811157,90.95744323730469
36,0.5067631006240845,88.97637939453125,0.5048862099647522,90.95744323730469
37,0.5012691020965576,89.76377868652344,0.49947601556777954,90.95744323730469
38,0.4957752525806427,90.2887191772461,0.4940696954727173,90.95744323730469
39,0.49029484391212463,90.81365203857422,0.488672137260437,91.48936462402344
40,0.48482614755630493,90.81365203857422,0.48331302404403687,92.02127075195312
41,0.47935718297958374,91.07611846923828,0.4779682457447052,92.02127075195312
42,0.47389140725135803,91.07611846923828,0.47264814376831055,92.02127075195312
43,0.4684165418148041,91.33857727050781,0.4673023521900177,92.02127075195312
44,0.46293991804122925,91.6010513305664,0.4619802236557007,92.02127075195312
45,0.4574846923351288,91.86351776123047,0.45668938755989075,92.02127075195312
46,0.4520474672317505,92.3884506225586,0.45139238238334656,91.48936462402344
47,0.4466182291507721,92.65091705322266,0.44610393047332764,91.48936462402344
48,0.441202849149704,92.91338348388672,0.4408397376537323,91.48936462402344
