epoch,loss,accuracy,test_loss,test_accuracy
1,1.3407080173492432,21.0,1.3100181818008423,22.0
2,1.3277091979980469,24.0,1.2969776391983032,22.0
3,1.3150379657745361,25.0,1.284291386604309,22.0
4,1.3025306463241577,25.0,1.2717839479446411,26.0
5,1.2902995347976685,25.0,1.2595860958099365,26.0
6,1.2783664464950562,25.0,1.2474899291992188,26.0
7,1.2666983604431152,25.0,1.2355650663375854,28.0
8,1.255232810974121,25.0,1.2238574028015137,28.0
9,1.2439725399017334,26.0,1.2123874425888062,28.0
10,1.2329363822937012,26.0,1.2011734247207642,28.0
11,1.2221516370773315,26.0,1.1901334524154663,30.000001907348633
12,1.2116022109985352,27.000001907348633,1.179300308227539,30.000001907348633
13,1.2012726068496704,27.000001907348633,1.1686904430389404,30.000001907348633
14,1.1911745071411133,27.000001907348633,1.1582084894180298,30.000001907348633
15,1.1812613010406494,27.000001907348633,1.148086667060852,30.000001907348633
16,1.1715236902236938,28.0,1.1381419897079468,30.000001907348633
17,1.1619048118591309,28.0,1.1283655166625977,30.000001907348633
18,1.1524014472961426,28.0,1.1187559366226196,32.0
19,1.1430959701538086,32.0,1.10930597782135,32.0
20,1.1339783668518066,32.0,1.1000338792800903,34.0
21,1.1250736713409424,32.0,1.0909173488616943,34.0
22,1.1163266897201538,32.0,1.0819188356399536,34.0
23,1.107730746269226,34.0,1.072982907295227,34.0
24,1.0992985963821411,33.0,1.0640143156051636,34.0
25,1.0909948348999023,34.0,1.0550529956817627,36.0
26,1.0828837156295776,36.0,1.0460638999938965,36.0
27,1.0749242305755615,37.0,1.037219524383545,40.0
28,1.0670809745788574,38.0,1.028564691543579,42.0
29,1.0592461824417114,40.0,1.0200369358062744,44.0
30,1.0515239238739014,42.0,1.0115796327590942,46.0
31,1.0438998937606812,43.0,1.00323486328125,50.0
32,1.0364378690719604,43.0,0.9950382113456726,54.000003814697266
33,1.0290275812149048,44.0,0.9869543313980103,56.0
34,1.0217182636260986,47.0,0.9789620041847229,58.0
35,1.0145093202590942,51.0,0.9709987044334412,60.000003814697266
36,1.0073630809783936,52.0,0.9631292819976807,60.000003814697266
37,1.0002731084823608,52.999996185302734,0.955312967300415,64.0
38,0.9932207465171814,54.000003814697266,0.9475969076156616,68.0
39,0.9862155318260193,52.999996185302734,0.9399721026420593,68.0
40,0.9793553352355957,52.999996185302734,0.9324769377708435,70.0
41,0.9726362824440002,54.000003814697266,0.9250684976577759,72.0
42,0.9660125970840454,55.0,0.9177401065826416,74.0
43,0.9594783782958984,58.0,0.910474419593811,74.0
44,0.9530355334281921,58.999996185302734,0.9033284783363342,74.0
45,0.9466689229011536,58.999996185302734,0.8963133096694946,74.0
46,0.9404256939888,61.0,0.8894609212875366,76.0
47,0.9342092275619507,61.0,0.8826899528503418,76.0
48,0.9280484914779663,62.0,0.8759756684303284,76.0
49,0.9219400882720947,62.0,0.8693909645080566,78.0
50,0.9159001111984253,63.0,0.8628912568092346,76.0
51,0.9099336862564087,64.0,0.8564957976341248,76.0
52,0.904008686542511,66.0,0.8501484394073486,76.0
53,0.898144543170929,66.0,0.8438528180122375,76.0
54,0.8923946619033813,67.0,0.8375259637832642,76.0
55,0.8867006897926331,66.0,0.8312708139419556,76.0
56,0.8810662031173706,66.0,0.8251070976257324,76.0
57,0.8755013942718506,66.0,0.8190492391586304,76.0
58,0.8699666857719421,65.0,0.8131107091903687,76.0
59,0.8644872903823853,67.0,0.8073372840881348,76.0
60,0.8591415882110596,67.0,0.8016772270202637,76.0
61,0.8539038896560669,67.0,0.7961665391921997,76.0
62,0.8487495183944702,67.0,0.7906652688980103,74.0
63,0.8436949849128723,67.0,0.7853022217750549,74.0
64,0.8387017250061035,68.0,0.780036985874176,74.0
