epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer
51,1.0974007844924927,35.0,1.1032737493515015,30.000001907348633,4
101,1.0973002910614014,35.0,1.1050738096237183,30.000001907348633,4
201,1.0972996950149536,35.0,1.1052148342132568,30.000001907348633,4
401,1.0972996950149536,35.0,1.1052151918411255,30.000001907348633,4
501,1.0972996950149536,35.0,1.1052151918411255,30.000001907348633,4
601,1.0972996950149536,35.0,1.1052151918411255,30.000001907348633,4
701,1.0972996950149536,35.0,1.1052151918411255,30.000001907348633,4
800,1.0972996950149536,35.0,1.1052151918411255,30.000001907348633,4
