epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer
51,0.3175640404224396,91.0,0.3105942904949188,86.0,32
101,0.0695778876543045,97.0,0.050170306116342545,98.0,32
201,0.005549880210310221,100.0,0.061552658677101135,98.0,32
401,0.00027597410371527076,100.0,0.15734459459781647,96.0,32
501,0.00014992109208833426,100.0,0.1710050404071808,96.0,32
601,9.519018931314349e-05,100.0,0.1836574524641037,96.0,32
701,6.594720616703853e-05,100.0,0.19531413912773132,96.0,32
800,4.859959153691307e-05,100.0,0.20345310866832733,96.0,32
