epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer
51,1.0826165676116943,51.0,1.0895293951034546,50.0,4
101,1.0440940856933594,52.0,1.0491719245910645,48.0,4
201,0.7781778573989868,73.0,0.7377788424491882,76.0,4
401,0.49335089325904846,94.0,0.45000407099723816,96.0,4
501,0.38985946774482727,96.0,0.3603665232658386,96.0,4
601,0.2936737537384033,98.0,0.2726692259311676,96.0,4
701,0.22509384155273438,99.0,0.22659531235694885,96.0,4
800,0.18235786259174347,99.0,0.19620437920093536,96.0,4
