epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer
51,1.0804660320281982,28.0,1.0722637176513672,36.0,4
101,1.0304687023162842,40.0,1.011314868927002,50.0,4
201,0.8544667959213257,65.0,0.8127371072769165,70.0,4
401,0.42725738883018494,85.0,0.3857772946357727,82.0,4
501,0.3448490798473358,87.0,0.31859204173088074,84.0,4
601,0.29063862562179565,91.0,0.2800120413303375,86.0,4
701,0.2502186596393585,92.0,0.24388229846954346,84.0,4
800,0.20911073684692383,92.0,0.19978466629981995,90.0,4
