epoch,loss,accuracy,test_loss,test_accuracy,nodes_per_layer
51,0.5909148454666138,71.0,0.5329408049583435,72.0,17
101,0.3958219289779663,87.0,0.35022392868995667,90.0,17
201,0.13460057973861694,96.0,0.08860677480697632,100.0,17
401,0.040918126702308655,99.0,0.035124264657497406,98.0,17
501,0.030512945726513863,99.0,0.0436091311275959,98.0,17
601,0.024167072027921677,99.0,0.05222521349787712,98.0,17
701,0.019477220252156258,99.0,0.05743030458688736,98.0,17
800,0.01520018931478262,99.0,0.0589938648045063,98.0,17
